,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
129,Data Science Specialist,₹4L - ₹7L (Glassdoor Est.),"Job Description :

Worker Type :
Regular
Primary Location:
Bangalore Karle Town SEZ
Additional Locations :
Budapest, Hamburg, Stockholm
Job Posting Start Date :
2023-02-16-08:00
Show More
Report",4.1,"Diageo
4.1",Bangalore,-1,-1,1997,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
130,ML/AI Engineers,₹4L - ₹7L (Glassdoor Est.),"Location : Visakhapatnam
Experience : 0-4 years
Notice Period : Immediate
Roles and Responsibilities :
Designing ML systems.
Researching and implementing ML Algorithms and tools.
Selecting appropriate data sets.
Picking appropriate data representation methods.
Show More
Report",4.4,"innData Analytics
4.4",Visakhapatnam,-1,-1,2015,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
131,Trainee Data Scientists,₹4L - ₹7L (Glassdoor Est.),"Location: Chennai Department: Data Scientists
Educational: B.Tech/ M.Tech mechanical or any other relevant branches Experience: Fresher
Requirements :
Engineers with strong Mechanical fundamentals, Maths & Analytical skills
Good Attitude towards constant learning in new AI, IOT, Cloud technologies
Compatibility to have extended work schedule
Good Programming Skills and Basic Knowledge on Python.
Immediate Joining and Interested candidates can forward your resume to 8438333876/ careers@einnel.com
Show More
Report",3.4,"EinNel Technologies
3.4",Chennai,-1,-1,2010,Company - Private,-1,-1,Unknown / Non-Applicable,-1
132,Data Science Intern,₹4L - ₹7L (Glassdoor Est.),"Please note its NOT work from home
We are looking data science intern .
There will be 2 onsite writtem test
Job Type: Full-time
Salary: Up to ₹15,000.00 per month
Schedule:
Day shift
Evening shift

Show More
Report",-1,Domains Analytics,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1
133,Trainer: Artificial Intelligence & Machine Learning,₹4L - ₹7L (Glassdoor Est.),"We are hiring experienced and energetic candidates to the post of trainer to Artificial Intelligence & Machine Learning. Those who have immense industrial experience and practical knowledge can apply for the post.
Location: Ernakulam
Key skills: Python, R, Data Science, Machine Learning, Deep Learning, NLP and other core competencies of Artificial Intelligence
Timing: 09.30 am to 03.00 pm
Mode of selection: Through Interview
Job Type: Full-time

Show More
Report",-1,TIS,Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
134,Data Science Analytics,₹4L - ₹7L (Glassdoor Est.),"Diverse Infotech Pvt. Ltd. - Gurgaon
Required Experience - 2+ Yrs
You can share your CV at jobs@diverseinfotech.com
Show More
Report",4.0,"Diverse Infotech
4.0",Gurgaon,-1,-1,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
135,Data Scientists and ML Engineers,₹4L - ₹7L (Glassdoor Est.),"Tata Elxsi works with leading OEMs and suppliers in the automotive & transportation industries for R&D, Design and Product Engineering Services, right from architecture to launch and beyond. We bring together technologies that accelerate development & testing of connected, autonomous and electric cars & off-highway vehicles.
We are looking for bright and passionate data scientists (10 years of professional experience) and machine learning engineers (4+ years of professional experience) who has experience in the areas listed below:
Deep understanding of mathematical concepts (probability, statistics) and experience with machine learning algorithms/techniques
Hands on experience in data science projects involving object detection, pattern recognition, anomaly detection, predictive/diagnostic analytics etc
Show More
Report",4.0,"Tata Elxsi
4.0",Calicut,-1,-1,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
136,Data Science Engineer,₹4L - ₹7L (Glassdoor Est.),"Consulting with stakeholders to determine and refine machine learning objectives.
Architect, build, maintain, and improve new and existing suite of algorithms and their underlying systems.
Transforming data science prototypes and applying appropriate ML algorithms and tools.
Developing ML algorithms to analyze huge volumes of historical data to make predictions.
Establish scalable, efficient, automated processes for data analyses, model development, validation and implementation.
Documenting machine learning processes and verifying data quality and/or ensuring it via data cleaning.



Show More
Report",4.6,"Pitangent Analytics and Technology Solutions Pvt. Ltd.
4.6",Calcutta,-1,-1,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
137,Senior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You are as unique as your background, experience and point of view. Here, you’ll be encouraged, empowered and challenged to be your best self. You'll work with dynamic colleagues - experts in their fields - who are eager to share their knowledge with you. Your leaders will inspire and help you reach your potential and soar to new heights. Every day, you'll have new and exciting opportunities to make life brighter for our Clients - who are at the heart of everything we do. Discover how you can make a difference in the lives of individuals, families and communities around the world.
Job Description:
Refer attached JD
Job Category:
IT - Application Development
27/02/2023
Show More
Report",4.4,"Sun Life
4.4",Gurgaon,-1,-1,1865,Company - Public,Insurance Carriers,Insurance,$5 to $25 million (USD),-1
138,Machine Learning/ Data Science Trainer,₹4L - ₹7L (Glassdoor Est.),"Job Summary
Give training on Data Science, Machine Learning and AI
Responsibilities and Duties
- Decide course syllabus, contents, and presentations
- Counselling to students
Required Experience, Skills and Qualifications
- Good knowledge about Mathematical models, ML, DS, DL concepts
- Hands on practice on ML Algorithms

Show More
Report",-1,UniConverge Technologies Pvt. Ltd.,Noida,-1,-1,-1,-1,-1,-1,-1,-1
139,Data Science,₹4L - ₹7L (Glassdoor Est.),"Data Science / Data Engineering / ETL Developer (2-8 Years)
AI / ML Developer (2-8 Years)
Tech Lead - Data Science (5-10 Years)
Show More
Report",4.2,"Neosoft Technologies Pvt.Ltd
4.2",Mumbai,-1,-1,1996,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),-1
140,Big Data Developer,₹4L - ₹7L (Glassdoor Est.),"Big Data Developer - (CREQ153466)Description

Responsibilities:
More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience in Kafka would be an Advantage
Good knowledge in Oracle, Unix
Strong Communication skills
Knowledge in DWH
Good Analytical and Learning Skills
Nice to Have Skills Agile, Scrum and Banking domain knowledge
Required Skills: More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience in Hadoop, Hive and Spark
Work experience in Software Development Lifecycles such as Agile & Waterfall models.
Knowledge on AWS and Cloud would be an advantage
Exposure to Data Science would be an advantage and coding knowledge/exposure to any one language

4.00-7.00 Years
Show More
Report",3.5,"Virtusa Software Services Private Limited
3.5",Chennai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
141,Analytics Manager - Data Science,₹4L - ₹7L (Glassdoor Est.),"Skill required: Data Science - Statistical Analyses
Designation: Management Level - Manager
Job Location: Noida
Qualifications: Master of Business Administration
Years of Experience: 13 to 18 years
About Accenture
Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services, and Accenture Song— all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.Visit us at www.accenture.com






Master of Business Administration
Show More
Report",4.1,"Accenture
4.1",Noida,-1,-1,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),-1
142,Data Science,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization
Additional Responsibilities:
• Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation
Technical and Professional Requirements:
• Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Preferred Skills:
Python,Artificial Intelligence->Python ML,Machine Learning->Data Science,Artificial Intelligence->NLP Deep Learning Algorithms,Bigdata->Pyspark
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
143,Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Exp: 2 + Years
Location: Gurgaon/ Remote
Skill-sets:Machine learning | Deep Learning | NLP | spaCy
Job Description:
Diploma required (Bachelor’s degree preferred
2+ years’ of relevant professional experience
Familiarity with industry best practices and standards
Ability to translate complex problems and concepts in training
Show More
Report",4.4,"Think Future Technologies
4.4",Gurgaon,-1,-1,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
144,Artificial Intelligence and Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Training will be provided online for 3 months initially.
Responsibilities:-
Provide technical leadership and implementation for projects supporting our AI and machine learning goals
Modify, implement, test and support all product related technology and functionality, including software infrastructure
Communicate proactively with team members and product stakeholders in a highly agile environment
Self-manage tasks with little oversight and deliver results according to stated timelines and budgets

Show More
Report",-1,vwex edutech pvt ltd,Thrissur,-1,-1,-1,-1,-1,-1,-1,-1
145,Analyst-Data Science,₹4L - ₹7L (Glassdoor Est.),"You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.
The Finance Data Science & Analytics group sits within the Corporate Planning & Analysis organization at American Express. We’re a crew of highly-trained data scientists and Finance professionals whose vision is to be the analytical powerhouse driving growth for the enterprise by empowering smarter, profitable, real-time decisions. We work to transform the way data science credibly drives sustainable, long-term growth for the company as early adopters of next-generation technology. We re-invent forecasting, tracking and analytical processes, leveraging the latest tools and setting the standard for advanced analytics.
Show More
Report",4.2,"Amex
4.2",Gurgaon,-1,-1,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),-1
146,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Overview
You're driven, resourceful, and above all else - remarkably smart.
You love a good challenge. You are the first to roll up your sleeves and work with relentless energy until you solve the unsolvable, beat the unbeatable and you always come out on top. Passable doesn't cut it - you've got fire in your belly to learn more, do more and be more. For you, the sweetest success is shared success and you're known for your good nature. You'll fit right in at Syneos Health where we surround ourselves with the most talented and agile professionals in the industry, but we check our egos at the door.
Why Syneos Health? Join a game-changing global company that is reinventing the way therapies are developed and commercialized. Created through the merger of two industry leading companies - INC Research and inVentiv Health - we bring together more than 24,000 clinical and commercial minds to create better, smarter, faster ways to get biopharmaceutical therapies to patients. Teaming with some of the most talented professionals in the industry, you'll gain exposure and work in a dynamic environment where you'll be supported with comprehensive resources including emerging technologies, data, science and knowledge sharing. Grow your career with a global company committed to shortening the distance from lab to life.



Show More
Report",3.9,"Syneos Health Commercial Solutions
3.9",Gurgaon,-1,-1,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
147,Machine Learning Analyst,₹4L - ₹7L (Glassdoor Est.),"Flexible Work Eligible: Flexible Work Schedule
DISCOVER your opportunity

This role is under the Machine Learning Team (part of the Pricing, Analytics, and Models team) which works with internal and external stakeholders to deliver leading-edge advanced analytical insights to benefit the businesses of AXA XL.

DISCOVER your opportunity
What will your essential responsibilities include?
Support the gathering and validation of data required












Show More
Report",3.9,"XL Catlin
3.9",Gurgaon,-1,-1,1986,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
148,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary

Show More
Report",3.7,"High Technologies Solutions
3.7",Kālkāji Devi,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
149,Lead data scientist,₹4L - ₹7L (Glassdoor Est.),"We are looking forward to hiring a 'Lead Data Scientist' who thrives on challenges and desires to make a real difference in the business world. With an environment of extraordinary innovation and unprecedented growth, this is an exciting opportunity for a self-starter who enjoys working in a fast-paced, quality-oriented, and team environment.

What you should have

Minimum 10+ years of relevant experience in data analytics.
Experience in leading and executing multiple data science projects in the past Client handling experience Qualification in statistics or mathematics.
Any data science certifications good understanding on ML & DL algorithms and frameworks (Scikit-learn, NLTK, Gensim, OpenCV, Tensorflow/Keras/PyTorch/H2Oetc.)
What you will do
11.00-16.00 Years
Show More
Report",3.5,"Yash Technologies Private Limited
3.5",Pune,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
150,Technology Analyst: Data Science | Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Additional Responsibilities:
• Knowledge of more than one technology • Basics of Architecture and Design fundamentals • Knowledge of Testing tools • Knowledge of agile methodologies • Understanding of Project life cycle activities on development and maintenance projects • Understanding of one or more Estimation methodologies, Knowledge of Quality processes • Basics of business domain to understand the business requirements • Analytical abilities, Strong Technical Skills, Good communication skills • Good understanding of the technology and domain • Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods • Awareness of latest technologies and trends • Excellent problem solving, analytical and debugging skills


Preferred Skills:
Python,Machine Learning->Data Science
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
151,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Job Type: Full-time
Salary: ₹900,000.00 - ₹1,700,000.00 per year
Show More
Report",-1,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
152,Data Science and Business Analytics,₹4L - ₹7L (Glassdoor Est.),"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Show More
Report",-1,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
153,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Develop and execute machine learning models
Develop and implement machine learning infrastructure
Develop automation tools to enable machine learning
Work in close collaboration with other team members using a wide range of technologies
Run machine learning tests
Solve technical problems
Job Type: Fresher
Salary: ₹359,250.58 - ₹1,595,129.92 per year

Show More
Report",-1,Rukmine informatics,Surat,-1,-1,-1,-1,-1,-1,-1,-1
154,Senior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Sr. Data Analyst,
Shairu Gems Diamonds PVT. LTD.
Plot No. 166/A-2 & 170/C, Opp. SMC
Swimming Pool, Vastadevdi Road
Katargam, Surat-395004
Gujarat
Job Summary
Excellent opportunity for graduates and Postgraduates who have good knowledge on Microsoft Excel, Advance Python, Machine Learning, R studio.



Show More
Report",-1,Shairu Gems Diamonds PVT.LTD.,Surat,-1,-1,-1,-1,-1,-1,-1,-1
155,Data Science Analytics,₹4L - ₹7L (Glassdoor Est.),"Diverse Infotech Pvt. Ltd. - Gurgaon
Required Experience - 2+ Yrs
You can share your CV at jobs@diverseinfotech.com
Show More
Report",4.0,"Diverse Infotech
4.0",Gurgaon,-1,-1,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
156,Data Science Specialist,₹4L - ₹7L (Glassdoor Est.),"Job Description :

Worker Type :
Regular
Primary Location:
Bangalore Karle Town SEZ
Additional Locations :
Budapest, Hamburg, Stockholm
Job Posting Start Date :
2023-02-16-08:00
Show More
Report",4.1,"Diageo
4.1",Bangalore,-1,-1,1997,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
157,Data Scientists,₹4L - ₹7L (Glassdoor Est.),"Location – New Delhi
Seeking Pro Bono Data Scientist to help in a social cause
We have users, we have multiple data points, but we do not know how to use that data optimally. We are seeking someone to provide us with insights into this process. Due credit would be given publicly. Your decision/data would be changing the lives of thousands of students. To understand our mission more, kindly refer to this link. Interested individuals can get in touch with us at contactus@dignitasdigital.com
Show More
Report",4.3,"Dignitas Digital
4.3",New Delhi,-1,-1,2011,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
158,ML/AI Engineers,₹4L - ₹7L (Glassdoor Est.),"Location : Visakhapatnam
Experience : 0-4 years
Notice Period : Immediate
Roles and Responsibilities :
Designing ML systems.
Researching and implementing ML Algorithms and tools.
Selecting appropriate data sets.
Picking appropriate data representation methods.
Show More
Report",4.4,"innData Analytics
4.4",Visakhapatnam,-1,-1,2015,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
159,Data Science Intern,₹4L - ₹7L (Glassdoor Est.),"Please note its NOT work from home
We are looking data science intern .
There will be 2 onsite writtem test
Job Type: Full-time
Salary: Up to ₹15,000.00 per month
Schedule:
Day shift
Evening shift

Show More
Report",-1,Domains Analytics,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1
160,Trainer: Artificial Intelligence & Machine Learning,₹4L - ₹7L (Glassdoor Est.),"We are hiring experienced and energetic candidates to the post of trainer to Artificial Intelligence & Machine Learning. Those who have immense industrial experience and practical knowledge can apply for the post.
Location: Ernakulam
Key skills: Python, R, Data Science, Machine Learning, Deep Learning, NLP and other core competencies of Artificial Intelligence
Timing: 09.30 am to 03.00 pm
Mode of selection: Through Interview
Job Type: Full-time

Show More
Report",-1,TIS,Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
161,Big Data Developer,₹4L - ₹7L (Glassdoor Est.),"Big Data Developer - (CREQ153466)Description

Responsibilities:
More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience in Kafka would be an Advantage
Good knowledge in Oracle, Unix
Strong Communication skills
Knowledge in DWH
Good Analytical and Learning Skills
Nice to Have Skills Agile, Scrum and Banking domain knowledge
Required Skills: More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience in Hadoop, Hive and Spark
Work experience in Software Development Lifecycles such as Agile & Waterfall models.
Knowledge on AWS and Cloud would be an advantage
Exposure to Data Science would be an advantage and coding knowledge/exposure to any one language

4.00-7.00 Years
Show More
Report",3.5,"Virtusa Software Services Private Limited
3.5",Chennai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
162,Senior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You are as unique as your background, experience and point of view. Here, you’ll be encouraged, empowered and challenged to be your best self. You'll work with dynamic colleagues - experts in their fields - who are eager to share their knowledge with you. Your leaders will inspire and help you reach your potential and soar to new heights. Every day, you'll have new and exciting opportunities to make life brighter for our Clients - who are at the heart of everything we do. Discover how you can make a difference in the lives of individuals, families and communities around the world.
Job Description:
Refer attached JD
Job Category:
IT - Application Development
27/02/2023
Show More
Report",4.4,"Sun Life
4.4",Gurgaon,-1,-1,1865,Company - Public,Insurance Carriers,Insurance,$5 to $25 million (USD),-1
163,Machine Learning/ Data Science Trainer,₹4L - ₹7L (Glassdoor Est.),"Job Summary
Give training on Data Science, Machine Learning and AI
Responsibilities and Duties
- Decide course syllabus, contents, and presentations
- Counselling to students
Required Experience, Skills and Qualifications
- Good knowledge about Mathematical models, ML, DS, DL concepts
- Hands on practice on ML Algorithms

Show More
Report",-1,UniConverge Technologies Pvt. Ltd.,Noida,-1,-1,-1,-1,-1,-1,-1,-1
164,Data Science,₹4L - ₹7L (Glassdoor Est.),"Data Science / Data Engineering / ETL Developer (2-8 Years)
AI / ML Developer (2-8 Years)
Tech Lead - Data Science (5-10 Years)
Show More
Report",4.2,"Neosoft Technologies Pvt.Ltd
4.2",Mumbai,-1,-1,1996,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),-1
165,Analyst-Data Science,₹4L - ₹7L (Glassdoor Est.),"You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.
The Finance Data Science & Analytics group sits within the Corporate Planning & Analysis organization at American Express. We’re a crew of highly-trained data scientists and Finance professionals whose vision is to be the analytical powerhouse driving growth for the enterprise by empowering smarter, profitable, real-time decisions. We work to transform the way data science credibly drives sustainable, long-term growth for the company as early adopters of next-generation technology. We re-invent forecasting, tracking and analytical processes, leveraging the latest tools and setting the standard for advanced analytics.
Show More
Report",4.2,"Amex
4.2",Gurgaon,-1,-1,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),-1
166,Machine Learning Analyst,₹4L - ₹7L (Glassdoor Est.),"Flexible Work Eligible: Flexible Work Schedule
DISCOVER your opportunity

This role is under the Machine Learning Team (part of the Pricing, Analytics, and Models team) which works with internal and external stakeholders to deliver leading-edge advanced analytical insights to benefit the businesses of AXA XL.

DISCOVER your opportunity
What will your essential responsibilities include?
Support the gathering and validation of data required












Show More
Report",3.9,"XL Catlin
3.9",Gurgaon,-1,-1,1986,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
167,Lead data scientist,₹4L - ₹7L (Glassdoor Est.),"We are looking forward to hiring a 'Lead Data Scientist' who thrives on challenges and desires to make a real difference in the business world. With an environment of extraordinary innovation and unprecedented growth, this is an exciting opportunity for a self-starter who enjoys working in a fast-paced, quality-oriented, and team environment.

What you should have

Minimum 10+ years of relevant experience in data analytics.
Experience in leading and executing multiple data science projects in the past Client handling experience Qualification in statistics or mathematics.
Any data science certifications good understanding on ML & DL algorithms and frameworks (Scikit-learn, NLTK, Gensim, OpenCV, Tensorflow/Keras/PyTorch/H2Oetc.)
What you will do
11.00-16.00 Years
Show More
Report",3.5,"Yash Technologies Private Limited
3.5",Pune,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
168,Trainee Data Scientists,₹4L - ₹7L (Glassdoor Est.),"Location: Chennai Department: Data Scientists
Educational: B.Tech/ M.Tech mechanical or any other relevant branches Experience: Fresher
Requirements :
Engineers with strong Mechanical fundamentals, Maths & Analytical skills
Good Attitude towards constant learning in new AI, IOT, Cloud technologies
Compatibility to have extended work schedule
Good Programming Skills and Basic Knowledge on Python.
Immediate Joining and Interested candidates can forward your resume to 8438333876/ careers@einnel.com
Show More
Report",3.4,"EinNel Technologies
3.4",Chennai,-1,-1,2010,Company - Private,-1,-1,Unknown / Non-Applicable,-1
169,Analytics Manager - Data Science,₹4L - ₹7L (Glassdoor Est.),"Skill required: Data Science - Statistical Analyses
Designation: Management Level - Manager
Job Location: Noida
Qualifications: Master of Business Administration
Years of Experience: 13 to 18 years
About Accenture
Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services, and Accenture Song— all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.Visit us at www.accenture.com






Master of Business Administration
Show More
Report",4.1,"Accenture
4.1",Noida,-1,-1,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),-1
170,Data Scientists and ML Engineers,₹4L - ₹7L (Glassdoor Est.),"Tata Elxsi works with leading OEMs and suppliers in the automotive & transportation industries for R&D, Design and Product Engineering Services, right from architecture to launch and beyond. We bring together technologies that accelerate development & testing of connected, autonomous and electric cars & off-highway vehicles.
We are looking for bright and passionate data scientists (10 years of professional experience) and machine learning engineers (4+ years of professional experience) who has experience in the areas listed below:
Deep understanding of mathematical concepts (probability, statistics) and experience with machine learning algorithms/techniques
Hands on experience in data science projects involving object detection, pattern recognition, anomaly detection, predictive/diagnostic analytics etc
Show More
Report",4.0,"Tata Elxsi
4.0",Calicut,-1,-1,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
171,"Data & Analytics Analyst, Associate",₹4L - ₹7L (Glassdoor Est.),"Our people work differently depending on their jobs and needs. From hybrid working to flexible hours, we have plenty of options that help our people to thrive.
This role is based in India and as such all normal working days must be carried out in India.
Join us as a Data & Analytics Analyst
This is an opportunity to take on a purpose-led role in a cutting edge Data & Analytics team
You’ll be consulting with our stakeholders to understand their needs and identify suitable data and analytics solutions to meet them along with business challenges in line with our purpose
You’ll bring advanced analytics to life through visualisation in a meaningful way for key stakeholders, giving you excellent recognition for your work
Show More
Report",3.9,"NatWest Group
3.9",Gurgaon,-1,-1,1727,Company - Public,Banking & Lending,Finance,$10+ billion (USD),-1
172,PYTHON TRAINER FOR DATA SCIENCE,₹4L - ₹7L (Glassdoor Est.),"Need PYTHON TRAINER FOR DATA SCIENCE URGENT REQUIREMENT.
Job Types: Part-time, Regular / Permanent
Salary: ₹600.00 - ₹800.00 per hour
Benefits:
Cell phone reimbursement
Internet reimbursement
Paid sick time
Paid time off
Show More
Report",-1,SKILLEDGE Edutech 4.0 Pvt. Ltd.,Pune,-1,-1,-1,-1,-1,-1,-1,-1
