,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,employer_provided,min_salary,max_salary,avg_salary,company_txt,age,python_yn,SQL_yn,R_yn,excel_yn,aws_yn,job_simp_col,seniority,desc_len
62,Data Scientist | Machine Learning Engineer,Employer Provided Salary:₹8L - ₹14L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1400000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-8 Years
Location: Mumbai, India
. We are looking for a highly motivated self-starter Machine Learning engineer.
. Responsibilities Select appropriate datasets and data representation
. methods Data mining using state-of-the-art techniques
. Create and maintain optimal data pipeline architecture Assemble large, complex data sets
. That meet functional / non-functional business requirements
. Design and developing machine learning systems Implement appropriate ML algorithms to create and deploy AI models into production

5.00-8.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Mumbai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,14.0,11.0,ANI Calls India Private Limited,6,0,0,0,0,0,data scientist,na,738
63,Classroom Trainer - Data Science,₹2L - ₹6L (Glassdoor Est.),"Should have an excellent training experience in providing classroom training on Data Science - Machine Learning, Deep Learning, R Programming; Python,Statistics,Hadoop etc.

Experience - 5- 15 years (Experience in providing training is mandatory)
Location - Ameerpet
Salary - As per norms

5.00-15.00 Years

Bachelor Of Computer Application (B.C.A), Bachelor of Arts (B.A), Bachelor Of Technology (B.Tech/B.E), Bachelor of Business Administration (B.B.A), Bachelor of Commerce (B.Com), Bachelor of Architecture (B.Arch)
Show More
Report",3.5,"Naresh I Technologies
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Naresh I Technologies,6,1,0,0,1,0,na,senior,536
64,Analyst - Data Science - Python,₹5L - ₹8L (Glassdoor Est.),"Job Description

Understand how to attack an data science problem and come with relevant approach(es)
Hands-on with Machine Learning Concepts and algorithms such as Linear Regressions, Logistic Regression, Decision Tree, SVM, Random Forests, Bagging and Boosting, Recommendation systems etc with a decent grasp over the math behind some of the techniques

Ability to mentor junior data scientists and critically evaluate the approaches discussed







Qualification

Desired Candidate Profile
Please refer to the Job description above

4.00-9.00 Years
Show More
Report",3.5,"Corporate Resources
3.5",Gurgaon,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,5.0,8.0,6.5,Corporate Resources,6,0,0,0,0,0,analyst,na,569
65,Data Scientist,₹2L - ₹7L (Glassdoor Est.),"Data Scientist
This role has been designated as 'Edge', which means you will primarily work outside of an HPE office.
Job Description:
Who We Are:

Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today's complex world. Our culture thrives on finding new and better ways to accelerate what's next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.
prioritizes putting customers and partners first by developing the workforce of the future. This involves strategic, inclusive, and collaborative working culture. At our core, we strive to uphold HPE's values - to partner, innovate and act - we are an organization that plan, source, and provide quality customer and partner experiences.

Designs, develops and applies programs, methodologies and systems based on advanced analytic models (e.g. advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making.

Uses visualization techniques to translate analytic insights into understandable business stories (eg. descriptive, inferential and predictive insights).

Embeds analytics into client's business processes and applications. Combines business acumen and scientific methods to solve business problems.

Applies developed subject matter knowledge to solve common and complex business issues and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues.














Engineering
Specialist


HPE will comply with all applicable laws related to employer use of arrest and conviction records, including laws requiring employers to consider for employment qualified applicants with criminal histories.

2.00-3.00 Years
Show More
Report",3.5,"Aruba
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Aruba,6,0,0,0,0,1,data scientist,na,2566
66,Data Scientist,₹2L - ₹7L (Glassdoor Est.),"Data Scientist
This role has been designated as 'Edge', which means you will primarily work outside of an HPE office.
Job Description:
Who We Are:

Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today's complex world.Our culture thrives onfinding new and better ways to accelerate what's next.We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs.We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you.Open up opportunities with HPE.
prioritizes putting customers and partners first by developing the workforce of the future. This involves strategic, inclusive, and collaborative working culture. At our core, we strive to uphold HPE's values - to partner, innovate and act - we are an organization that plan, source, and provide quality customer and partner experiences.
Designs, develops and applies programs, methodologies and systems based on advanced analytic models (e.g. advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making.

Uses visualization techniques to translate analytic insights into understandable business stories (eg. descriptive, inferential and predictive insights).

Embeds analytics into client's business processes and applications. Combines business acumen and scientific methods to solve business problems.
Applies developed subject matter knowledge to solve common and complex business issues and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues.











Engineering
Specialist


HPE will comply with all applicable laws related to employer use of arrest and conviction records, including laws requiring employers to consider for employment qualified applicants with criminal histories.

2.00-3.00 Years
Show More
Report",3.5,"Hewlett Packard Enterprise India Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Hewlett Packard Enterprise India Private Limited,6,0,0,0,0,1,data scientist,na,2556
67,Data Scientist /software,Employer Provided Salary:₹9L - ₹16L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 900000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-9 Years
Location: Bengaluru, India
. 5 years of professional experience in a data science
. BI tools for data visualization like Tableau
. Experience extracting insights from large data sets using advanced Python
. experience working with complex unstructured and semi-structured data,

5.00-9.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,9.0,16.0,12.5,ANI Calls India Private Limited,6,1,0,0,0,0,data scientist,na,500
68,Data Scientist (AI Ops),₹2L - ₹6L (Glassdoor Est.),"Job Description :
Job Responsibilities :

1. Should be able to to analyze large amounts of raw information to find
patterns that will help improve our company.
2. Should have experience with data mining, Analytical Skills,
Mathematics Skills (Stats, Algebra)
3. Should be able to identify valuable data sources and automate
collection processes.
4. Should eb able to combine models through ensemble modeling
Skills & Competencies :

1. Python, R, Scala
2. Tensorflow, Keras
3. RDBMS (Oracle, MySQL) NoSQL (Elastic search)
4. BI Tools (Tableau, Power BI, Apache Superset etc) Data Framework
(Hadoop)

3.00-7.00 Years
Show More
Report",3.5,"Reliance Jio Infocomm Limited
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Reliance Jio Infocomm Limited,6,1,0,0,0,0,data scientist,na,632
69,Supply Chain Network Data & Analytics Specialist,₹3L - ₹5L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,3.0,5.0,4.0,Colgate-Palmolive,217,0,0,0,0,0,na,na,999
70,Data Scientist,Employer Provided Salary:₹35L,"Skill: Data Scientist

Location- Bangalore/ Pune/ Ahmedabad/ Hyderabad/ Chennai

Experience: 7- 11 Years

Job Description:
A passion for actionable data analysis and exploration. Your dream job is to sit in an IPython Notebook sifting through data and exploring relevant hypotheses all day long or brainstorming new data analytic techniques to identify security related anomalies in mountains of data.
Experience using statistical computer language (Python, R) and distributed computing framework (Spark) to manipulate data and draw insights from large data sets


7.00-11.00 Years
Show More
Report",3.5,"Encora Innovation Labs India Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,35.0,35.0,35.0,Encora Innovation Labs India Private Limited,6,1,0,0,0,0,data scientist,na,598
71,Data Scientist Advanced Analytics,₹2L - ₹7L (Glassdoor Est.),"PTA Data ScientistAdvanced Analytics And Data SciencesHow would you like a career where you get to use your best analytical skills to make a substantial difference in the well-being of people across the globe Bring YOUR skills and talents to Lilly and our Advanced Analytics and Data Sciences organization where youu2019ll have the opportunity to make an impact on the lives of patients. As an innovation driven company, we work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism.Our Advanced Analytical and Data Sciences organization is growing to support the entire Lilly enterprise, from Discovery to Development to Manufacturing and Commercialization of our medicines. To solve the complex problems of a global business and the ever-evolving data and analytics landscape, the organization generally requires advanced degrees in statistics, mathematics, econometrics, operations research and computer science. We are playing a leading role in transforming the way the company discovers and develops new treatments, identifies personalized treatment regimens, drives efficiency in our operations and optimizes our commercialization of new products. We are doing this with an emphasis in the areas of machine learning and artificial intelligence, natural language processing and other approaches to unstructured data, advanced mathematical and predictive modeling, visual analytics and more. Whether you are intrigued by the research and development of new medicines or optimizing our commercialization/business, or driving efficiency into our operations, we have a position for you. You will be encouraged to identify important business problems and to further your own research interests in these areas including presentations and publications at professional meetings. Come join us on our amazing journey to make life better!Key responsibilities include: u2022Partner with key business partners and work within team to identify, scope, and execute predictive analytic efforts that leverage data to answer business questions, solve business needs, and add business valueu2022Work on challenging problems across the Pharmaceutical value change such as Discovery Research, Supply Chain, Manufacturing, Finance, Clinical Trials.u2022Maintain a broad understanding of the pharmaceutical industry (from discovery to commercialization) and be fully engaged with teams, bringing an objective voice to the table, and facilitating decisions grounded in data

u2022Collaborate with other analytics team members to review and provide feedback on the analytics work being done, and be willing to seek feedback from other team members about your own worku2022Stay current with respect to new analytical methods in the area of predictive analytics, to maintain proficiency in applying new and varied methods, and to be competent in justifying methods selectedu2022Agility and flexibility to work with very diverse problems and business partnersu2022Ability to work with diverse data sources and data typesBasic Qualifications: u2022Masters in Statistics, Economics, Operations Research, Data Sciences, Engineering, or quantitative related fieldu2022Deep and broad knowledge of Data Science methods and tools including model building principles, machine learning, and best practices.oForecasting, ARIMA, Exp smoothingoTime series DNN, Neural net familiarityoRandom Forests, Unsupervised/Supervised learningu20225+ years of experience working as a Data Scientist in industryAdditional Information: u2022Strong in R and SQL, Python is a good to haveu2022Strong communication skillsu2022Make the impossible possible in your quest to make life better.u2022Bring Analytics to life by giving it zeal and making it applicable to our business.u2022Know, learn, and keep up-to-date on the analytical, computational and scientific advances to maximize your impact.u2022Bring an insatiable desire to learn, to innovate, and to challenge yourself for the benefit of patients.Lilly is a global health care leader that unites caring with discovery to make life better for people around the world. For more than a century, we have stayed True to a core set of valuesu2014excellence, integrity, and respect for peopleu2014that guide us in all we do: discovering medicines that meet real needs, improving the understanding and management of disease, and giving back to communities. We also are committed to investing in our employees and supporting a culture of well-being u2014through competitive pay, comprehensive employee benefit programs, and training and development resources.Weu2019re doing extraordinary things. Join us and you could be, too!

of 2

5.00-8.00 Years
Show More
Report",3.5,"Lilly
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Lilly,6,1,0,0,1,0,data scientist,na,4805
72,Supply Chain Network Data & Analytics Specialist,₹3L - ₹5L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,3.0,5.0,4.0,Colgate-Palmolive,217,0,0,0,0,0,na,na,999
73,Python - Data Science Analyst,Employer Provided Salary:₹3L - ₹7L,"Knowledge of design principles and fundamentals of architecture
Understanding of performance engineering
Knowledge of quality processes and estimation techniques
Basic understanding of project domain
Ability to translate functional / nonfunctional requirements to systems requirements
Ability to design and code complex programs
Ability to write test cases and scenarios based on the specifications
Good understanding of SDLC and agile methodologies
Awareness of latest technologies and trends
3.00-8.00 Years
Show More
Report",3.5,"Mackenzie Mordern It Solutions Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,3.0,7.0,5.0,Mackenzie Mordern It Solutions Private Limited,6,0,0,0,0,0,analyst,na,526
74,"Jr.Data Scientist, Rider Analytics",Employer Provided Salary:₹9L - ₹16L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 900000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 8-10 Years
Location: Hyderabad, India
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,9.0,16.0,12.5,ANI Calls India Private Limited,6,1,0,0,1,0,data scientist,jr,691
75,Data Engineer / Data Scientist / Data Analyst Requirements,Employer Provided Salary:₹5L - ₹6L,"To work with large amounts of data: facts, figures, and number crunching.
This is your opportunity to join the disruptive startup for an exciting journey in Digital analytics and optimization services!
Develop database design, assessment and modelling to identify best approach for accessing various data sources for use in the overall reporting solution in a manner that is efficient and that supports the Banks Business agenda.
Must have strong work excel experience in V-Look up and all basic concepts in MS-Excel for data analysis 1.
Ability to search for the required data and all that is related to it.
Building and iterating reports (with eventual design collaboration) based around a large volume of data, from multiple teams - providing data results communicated in required formats and around production data to determine QA of data collected and completeness of data - supporting the data integrity and continued maintenance of data.
In this role, you will have an opportunity to work with vast amounts of meaningful data, made accessible through best-in-class analytical and Business Intelligence tools. Desired Candidate Profile
Building medium to complex periodic reports and analytical dashboards using advanced excel skills.
Ability to work collaboratively with others but also autonomously as needed.
Be able to work under tight deadlines without compromising on quality.
Collate multiple data points and build up analysis to derive relevant market insights.
Good oral and written communication skills.
Strong interpersonal skills with the ability to work with a variety of individuals, both internal and external at a variety of. levels in the organization.

3.00-8.00 Years

Bachelor Of Technology (B.Tech/B.E), Bachelor Of Computer Application (B.C.A)
Show More
Report",3.5,"Mackenzie Mordern It Solutions Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,5.0,6.0,5.5,Mackenzie Mordern It Solutions Private Limited,6,0,0,0,1,0,data scientist,na,1788
76,Data Analyst/ Scientist,Employer Provided Salary:₹8L - ₹16L,"Anicalls

Industry: IT
Total Positions: 2
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-9 Years
Location: Noida, India
. Discuss with the Research Director, faculty mentor, industry mentor and understand the nature of the research to be carried out.
. Articulate hypotheses of the research to be undertaken
. Prepare weekly/monthly reports of the project status
. Design, develop and implement data science and business analytics models for problem solving
. Analyze and evaluate research and interpret data, making sure that key issues are identified
. Produce research-based briefings, advice, and action plans.
. Assist faculties/project mentors in preparing, presenting, and disseminate results in academic journals and international conferences
. Design and Develop the project report for industry and research projects.

5.00-9.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Noida,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,16.0,12.0,ANI Calls India Private Limited,6,0,0,0,0,0,analyst,na,952
77,Data Scientist,Employer Provided Salary:₹35L,"Skill: Data Scientist

Location- Bangalore/ Pune/ Ahmedabad/ Hyderabad/ Chennai

Experience: 7- 11 Years

Job Description:
A passion for actionable data analysis and exploration. Your dream job is to sit in an IPython Notebook sifting through data and exploring relevant hypotheses all day long or brainstorming new data analytic techniques to identify security related anomalies in mountains of data.
Experience using statistical computer language (Python, R) and distributed computing framework (Spark) to manipulate data and draw insights from large data sets


7.00-11.00 Years
Show More
Report",3.5,"Encora Innovation Labs India Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,35.0,35.0,35.0,Encora Innovation Labs India Private Limited,6,1,0,0,0,0,data scientist,na,598
78,Data Scientist - AI/ML Specialist,Employer Provided Salary:₹12L - ₹18L,"Anicalls

Industry: IT
Total Positions: 3
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 1200000 INR - 1800000 INR (Annually)
Education: Bachelor′s degree
Experience: 8-10 Years
Location: Noida, India
. Develop and support internal community of ML related subject matter experts.
. Design solutions that make the best use of cloud platform and AI/ML Services
. Advise our client and assist them with cloud and digital transformation
. Must possess strong mentorship abilities to train junior colleagues
. Collaborate with business and technical stakeholders to gather requirements and convert them to generate appropriate systems design architecture documentation
. Lead the design and implementation of PaaS services, constructs, and deployment methods including Database-as-a-Service, App Services, storage and automation
. Implement PaaS and IaaS solutions in a public cloud platform such as Azure and AWS
. Use Knowledge of identity and access management in on-premises solutions and the cloud inclusive of Azure AD Connect, ADFS, and third-party identity providers.
. Define innovative solutions using concepts such as infrastructure-as-code, deployment orchestration, and automation templates
. Use Office 365 architecture experience to implement Microsoft technologies such as SharePoint Online, Flow, and Teams.
. Remain abreast of regulatory and compliance requirements to drive successful governance strategies
. Ability to educate and influence stakeholders and engineering teams on effective cloud solutions and best practices

8.00-10.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Noida,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,12.0,18.0,15.0,ANI Calls India Private Limited,6,0,0,0,0,1,data scientist,na,1586
79,Data Scientist Advanced Analytics,₹2L - ₹7L (Glassdoor Est.),"PTA Data ScientistAdvanced Analytics And Data SciencesHow would you like a career where you get to use your best analytical skills to make a substantial difference in the well-being of people across the globe Bring YOUR skills and talents to Lilly and our Advanced Analytics and Data Sciences organization where youu2019ll have the opportunity to make an impact on the lives of patients. As an innovation driven company, we work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism.Our Advanced Analytical and Data Sciences organization is growing to support the entire Lilly enterprise, from Discovery to Development to Manufacturing and Commercialization of our medicines. To solve the complex problems of a global business and the ever-evolving data and analytics landscape, the organization generally requires advanced degrees in statistics, mathematics, econometrics, operations research and computer science. We are playing a leading role in transforming the way the company discovers and develops new treatments, identifies personalized treatment regimens, drives efficiency in our operations and optimizes our commercialization of new products. We are doing this with an emphasis in the areas of machine learning and artificial intelligence, natural language processing and other approaches to unstructured data, advanced mathematical and predictive modeling, visual analytics and more. Whether you are intrigued by the research and development of new medicines or optimizing our commercialization/business, or driving efficiency into our operations, we have a position for you. You will be encouraged to identify important business problems and to further your own research interests in these areas including presentations and publications at professional meetings. Come join us on our amazing journey to make life better!Key responsibilities include: u2022Partner with key business partners and work within team to identify, scope, and execute predictive analytic efforts that leverage data to answer business questions, solve business needs, and add business valueu2022Work on challenging problems across the Pharmaceutical value change such as Discovery Research, Supply Chain, Manufacturing, Finance, Clinical Trials.u2022Maintain a broad understanding of the pharmaceutical industry (from discovery to commercialization) and be fully engaged with teams, bringing an objective voice to the table, and facilitating decisions grounded in data

u2022Collaborate with other analytics team members to review and provide feedback on the analytics work being done, and be willing to seek feedback from other team members about your own worku2022Stay current with respect to new analytical methods in the area of predictive analytics, to maintain proficiency in applying new and varied methods, and to be competent in justifying methods selectedu2022Agility and flexibility to work with very diverse problems and business partnersu2022Ability to work with diverse data sources and data typesBasic Qualifications: u2022Masters in Statistics, Economics, Operations Research, Data Sciences, Engineering, or quantitative related fieldu2022Deep and broad knowledge of Data Science methods and tools including model building principles, machine learning, and best practices.oForecasting, ARIMA, Exp smoothingoTime series DNN, Neural net familiarityoRandom Forests, Unsupervised/Supervised learningu20225+ years of experience working as a Data Scientist in industryAdditional Information: u2022Strong in R and SQL, Python is a good to haveu2022Strong communication skillsu2022Make the impossible possible in your quest to make life better.u2022Bring Analytics to life by giving it zeal and making it applicable to our business.u2022Know, learn, and keep up-to-date on the analytical, computational and scientific advances to maximize your impact.u2022Bring an insatiable desire to learn, to innovate, and to challenge yourself for the benefit of patients.Lilly is a global health care leader that unites caring with discovery to make life better for people around the world. For more than a century, we have stayed True to a core set of valuesu2014excellence, integrity, and respect for peopleu2014that guide us in all we do: discovering medicines that meet real needs, improving the understanding and management of disease, and giving back to communities. We also are committed to investing in our employees and supporting a culture of well-being u2014through competitive pay, comprehensive employee benefit programs, and training and development resources.Weu2019re doing extraordinary things. Join us and you could be, too!

of 2

5.00-8.00 Years
Show More
Report",3.5,"Lilly
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Lilly,6,1,0,0,1,0,data scientist,na,4805
80,Senior Data Scientist - Machine Learning,Employer Provided Salary:₹6L - ₹12L,"Experience in NLP packages

Required Skills :
Excellent programming skills in Java and Python, Spark, Hadoop,
Visualization - ExtJS, Kibana
Statistics, Probability, ML, R
Experience in working with large scale distributed computing platforms such as Hadoop, Spark and Storm
Excellent communication, analytical and problem solving skills
Extreme attention to details and strong organization skills

Relevant experience in developing platforms for large scale data processing and implementing machine and deep learning algorithms.

Experience in in area(s) of statistical analysis/ modeling/ text mining/sentiment analysis/supervised and unsupervised learning

5.00-10.00 Years
Show More
Report",3.5,"Confidential
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,6.0,12.0,9.0,Confidential,6,1,0,0,1,0,data scientist,senior,692
81,ERP Data Scientist,₹2L - ₹6L (Glassdoor Est.),"The Position
Overall Job Purpose

As an ERP Data Scientist you will be responsible for delivering high quality outcomes by applying the right fit-for purpose models in collaboration with other stakeholders and team members within the same business line. RSS is a global division with regional presence in Switzerland, India, Hungary, Costa Rica and Malaysia. We operate in an agile organizational set-up without extensive hierarchical structure, where all our employees lead from every seat, inspirational leadership, service oriented behavior and entrepreneurial customer centric mindset are our core values.What you'll be working on

As an ERP Data Scientist, you will be expected to
















Who we are

At Roche, more than 100,000 people across 100 countries are pushing back the frontiers of healthcare. Working together, we've become one of the world's leading research-focused healthcare groups. Our success is built on innovation, curiosity and diversity.

3.00-6.00 Years
Show More
Report",3.5,"Roche
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Roche,6,0,0,0,0,0,data scientist,na,1004
82,Data Scientist,₹2L - ₹6L (Glassdoor Est.),"About this opportunity

Supervise Data Scientists, students and introduce new employees to Ericsson ways of working and be a mentor for other Data Scientists. Lead and develop a team of data scientists and engineers. Lead projects/Programs either as a project/program manager or technical coordinator. Improve data science WoW and leadership. Communicate technology leadership and define data product strategy and roadmap. Set the project program/project portfolio and develop processes and methodologies for envisioning data science as a practice and provide thought leadership on defining sophisticated analytics areas. Improve WoW! What you will do
Bachelor's with less than 5 years of relevant experience OR Masters with less than 3 years of relevant experience OR Ph.D. in Comp Science/Statistics/Mathematics with less than 1 year of relevant experience



At Ericsson, you'll have an outstanding opportunity. The chance to use your skills and imagination to push the boundaries of what's possible. To build never seen before solutions to some of the world's toughest problems. You'll be challenged, but you won't be alone. You'll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

Click Here to find all you need to know about what our typical hiring process looks like.
Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we nurture it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team.
Ericsson is proud to be an Equal Opportunity and Affirmative Action employer, learn more.

5.00-8.00 Years
Show More
Report",3.5,"Ericsson
3.5",Noida,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Ericsson,6,0,0,0,0,0,data scientist,na,1840
83,Data Scientist: Advanced Analytics,Employer Provided Salary:₹9L - ₹16L,"Anicalls

Industry: IT
Total Positions: 3
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 900000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 6-9 Years
Location: Bengaluru, India
. Minimum 10+ years of experience in developing and designing Analytical solutions and models in SAS
. Minimum of two years of experience of working with SAS e-Miner, base SAS, standard SAS PROCs, advanced SAS, etc., and shall demonstrate at least two projects where they have worked with SAS e-Miner.
. Proficient in developing models and working knowledge of other analytical tools like R/ SPSS is desirable but not mandatory.
. Expertise in having worked with SAS VA for at least 2 projects, and with at least one year of experience of working with SAS VA

6.00-9.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,9.0,16.0,12.5,ANI Calls India Private Limited,6,0,0,0,0,0,data scientist,na,808
84,Data Scientist,₹2L - ₹6L (Glassdoor Est.),"Job Description :
Job Responsibilities :

1. Work with various Network domain functions to identify opportunities
where various AI/ML technologies can be used
2. Work along with AI centre of excellence team to choose potential
models, combine models to improve results
3. Design & test various models around pattern discovery and predictive
analytics
4. Coordinate with Network function and centre of excellence team to
implement models, monitor and improve accuracy
5. Conduct advanced data analysis and design scalable complex predictive
algorithms
6. Improve algorithms, models and overall solution based on feedback
from field and customers
7. Analyse high volume and high dimensionality data for pattern
discovery and hypothesis testing










3.00-5.00 Years
Show More
Report",3.5,"Reliance Jio Infocomm Limited
3.5",Mumbai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Reliance Jio Infocomm Limited,6,0,0,0,1,0,data scientist,na,784
